-0.172,0.012
-0.178,0.012
-0.183,0.012
-0.186,0.012
-0.188,0.012
-0.187,0.012
-0.184,0.012
-0.178,0.011
-0.168,0.011
-0.154,0.010
-0.137,0.009
-0.115,0.007
-0.090,0.006
-0.061,0.004
-0.029,0.002
0.006,-0.000
0.043,-0.003
0.081,-0.005
0.119,-0.008
0.156,-0.010
0.192,-0.013
0.224,-0.015
0.252,-0.017
0.276,-0.019
0.295,-0.020
0.307,-0.021
0.314,-0.021
0.314,-0.021
0.308,-0.021
0.296,-0.020
0.278,-0.019
0.257,-0.017
0.231,-0.015
0.203,-0.013
0.174,-0.011
0.145,-0.009
0.116,-0.006
0.090,-0.004
0.066,-0.002
0.047,-0.000
0.031,0.001
0.021,0.002
0.015,0.003
0.014,0.003
0.019,0.003
0.027,0.002
0.039,0.002
0.053,0.000
0.070,-0.001
0.087,-0.002
0.105,-0.004
0.122,-0.005
0.137,-0.007
0.149,-0.008
0.159,-0.009
0.165,-0.010
0.167,-0.011
0.166,-0.011
0.161,-0.011
0.153,-0.010
0.143,-0.010
0.130,-0.009
0.116,-0.008
0.101,-0.007
0.086,-0.006
0.072,-0.005
0.059,-0.003
0.048,-0.003
0.040,-0.002
0.035,-0.001
0.033,-0.001
0.034,-0.001
0.039,-0.001
0.046,-0.001
0.055,-0.002
0.067,-0.002
0.080,-0.003
0.094,-0.004
0.109,-0.006
0.123,-0.007
0.137,-0.008
0.150,-0.009
0.161,-0.010
0.171,-0.011
0.178,-0.011
0.183,-0.012
0.187,-0.012
0.188,-0.012
0.187,-0.012
0.184,-0.012
0.179,-0.012
0.174,-0.011
0.167,-0.011
0.159,-0.010
0.150,-0.009
0.141,-0.009
0.131,-0.008
0.121,-0.007
0.111,-0.006
0.100,-0.006
0.089,-0.005
0.077,-0.004
0.065,-0.003
0.052,-0.003
0.039,-0.002
0.025,-0.001
0.011,-0.000
-0.003,0.001
-0.017,0.001
-0.031,0.002
-0.045,0.003
-0.058,0.004
-0.069,0.005
-0.079,0.005
-0.087,0.006
-0.093,0.006
-0.096,0.006
-0.096,0.006
-0.092,0.006
-0.086,0.006
-0.076,0.005
-0.063,0.004
-0.047,0.003
-0.028,0.002
-0.008,0.001
0.015,-0.001
0.038,-0.003
0.063,-0.004
0.087,-0.006
0.110,-0.008
0.132,-0.009
0.152,-0.011
0.169,-0.012
0.183,-0.013
0.194,-0.014
0.201,-0.014
0.204,-0.015
0.204,-0.015
0.199,-0.014
0.191,-0.014
0.180,-0.013
0.165,-0.012
0.149,-0.011
0.131,-0.009
0.112,-0.008
0.092,-0.006
0.073,-0.005
0.055,-0.003
0.038,-0.002
0.024,-0.001
0.013,0.000
0.005,0.001
0.000,0.002
0.000,0.002
0.004,0.002
0.012,0.002
0.024,0.001
0.039,-0.000
0.058,-0.001
0.080,-0.003
0.104,-0.005
0.130,-0.006
0.156,-0.008
0.183,-0.010
0.209,-0.012
0.233,-0.014
0.255,-0.016
0.273,-0.017
0.288,-0.018
0.298,-0.019
0.302,-0.020
0.302,-0.020
0.295,-0.020
0.283,-0.019
0.266,-0.018
0.243,-0.017
0.215,-0.015
0.184,-0.013
0.149,-0.010
0.111,-0.008
0.073,-0.005
0.035,-0.002
-0.003,0.001
-0.038,0.003
-0.070,0.006
-0.097,0.008
-0.119,0.010
-0.136,0.011
-0.146,0.012
-0.149,0.012
-0.145,0.012
-0.135,0.011
-0.118,0.010
-0.096,0.009
-0.069,0.007
-0.039,0.005
-0.006,0.002
0.029,-0.001
0.063,-0.003
0.096,-0.006
0.127,-0.008
0.154,-0.011
0.177,-0.013
0.194,-0.014
0.206,-0.015
0.211,-0.016
0.211,-0.016
0.204,-0.016
0.192,-0.015
0.176,-0.014
0.155,-0.013
0.131,-0.011
0.105,-0.009
0.078,-0.007
0.052,-0.005
0.027,-0.002
0.004,-0.000
-0.016,0.001
-0.033,0.003
-0.046,0.004
-0.055,0.005
-0.061,0.006
-0.062,0.006
-0.061,0.006
-0.057,0.005
-0.052,0.005
-0.046,0.004
-0.040,0.004
-0.035,0.003
-0.031,0.002
-0.029,0.002
-0.031,0.001
-0.035,0.001
-0.042,0.001
-0.051,0.002
-0.064,0.002
-0.077,0.003
-0.092,0.004
-0.107,0.005
-0.122,0.006
-0.134,0.007
-0.144,0.008
-0.151,0.008
-0.153,0.009
-0.150,0.009
-0.142,0.009
-0.130,0.008
-0.112,0.008
-0.090,0.006
-0.064,0.005
-0.036,0.003
-0.005,0.001
0.025,-0.001
0.055,-0.004
0.083,-0.006
0.108,-0.008
0.128,-0.009
0.142,-0.011
0.150,-0.012
0.151,-0.012
0.145,-0.012
0.133,-0.011
0.114,-0.010
0.089,-0.009
0.059,-0.007
0.026,-0.004
-0.010,-0.002
-0.046,0.001
-0.081,0.004
-0.115,0.006
-0.144,0.009
-0.169,0.011
-0.188,0.013
-0.201,0.014
-0.206,0.015
-0.205,0.015
-0.197,0.015
-0.182,0.014
-0.161,0.013
-0.136,0.011
-0.108,0.009
-0.077,0.007
-0.046,0.004
-0.016,0.002
0.012,-0.000
0.037,-0.003
0.057,-0.004
0.072,-0.006
0.082,-0.007
0.085,-0.008
0.083,-0.008
0.075,-0.008
0.062,-0.007
0.046,-0.006
0.026,-0.004
0.004,-0.003
-0.018,-0.001
-0.040,0.001
-0.060,0.003
-0.077,0.004
-0.090,0.006
-0.099,0.007
-0.104,0.008
-0.103,0.008
-0.097,0.008
-0.086,0.007
-0.071,0.007
-0.053,0.006
-0.032,0.004
-0.009,0.003
0.015,0.001
0.038,-0.001
0.059,-0.003
0.079,-0.004
0.095,-0.006
0.107,-0.007
0.116,-0.008
0.120,-0.009
0.120,-0.009
0.116,-0.009
0.109,-0.008
0.098,-0.008
0.086,-0.007
0.072,-0.006
0.058,-0.004
0.044,-0.003
0.031,-0.002
0.020,-0.001
0.011,0.000
0.005,0.001
0.002,0.001
0.001,0.002
0.004,0.002
0.009,0.001
0.016,0.001
0.024,0.001
0.032,-0.000
0.040,-0.001
0.048,-0.002
0.053,-0.002
0.056,-0.003
0.055,-0.003
0.052,-0.003
0.044,-0.003
0.033,-0.003
0.018,-0.002
-0.001,-0.001
-0.022,0.000
-0.046,0.002
-0.071,0.003
-0.097,0.005
-0.123,0.007
-0.147,0.009
-0.169,0.010
-0.187,0.012
-0.202,0.013
-0.212,0.014
-0.218,0.015
-0.217,0.015
-0.212,0.015
-0.201,0.014
-0.186,0.013
-0.165,0.012
-0.142,0.010
-0.115,0.008
-0.086,0.006
-0.056,0.004
-0.025,0.002
0.004,-0.000
0.032,-0.003
0.057,-0.005
0.080,-0.006
0.098,-0.008
0.113,-0.009
0.123,-0.010
0.129,-0.010
0.131,-0.011
0.129,-0.010
0.124,-0.010
0.116,-0.009
0.106,-0.008
0.095,-0.007
0.083,-0.006
0.072,-0.005
0.061,-0.004
0.053,-0.003
0.047,-0.002
0.043,-0.002
0.042,-0.001
0.045,-0.001
0.050,-0.001
0.059,-0.001
0.071,-0.002
0.085,-0.003
0.101,-0.004
0.119,-0.005
0.137,-0.006
0.156,-0.008
0.174,-0.009
0.191,-0.010
0.207,-0.012
0.220,-0.013
0.232,-0.014
0.240,-0.014
0.246,-0.015
0.248,-0.015
0.248,-0.015
0.244,-0.015
0.238,-0.015
0.230,-0.014
0.219,-0.013
0.207,-0.012
0.193,-0.011
0.178,-0.010
0.162,-0.009
0.146,-0.008
0.130,-0.007
0.113,-0.006
0.097,-0.004
0.081,-0.003
0.065,-0.002
0.049,-0.001
0.034,-0.000
0.019,0.001
0.003,0.001
-0.011,0.002
-0.026,0.003
-0.041,0.004
-0.056,0.005
-0.070,0.005
-0.083,0.006
-0.095,0.007
-0.106,0.007
-0.116,0.008
-0.123,0.008
-0.128,0.009
-0.131,0.009
-0.130,0.009
-0.125,0.008
-0.117,0.008
-0.105,0.007
-0.089,0.006
-0.069,0.005
-0.046,0.003
-0.019,0.002
0.010,-0.000
0.040,-0.002
0.072,-0.005
0.105,-0.007
0.137,-0.009
0.167,-0.011
0.195,-0.013
0.220,-0.015
0.241,-0.016
0.257,-0.018
0.268,-0.019
0.273,-0.019
0.273,-0.019
0.268,-0.019
0.257,-0.018
0.242,-0.017
0.223,-0.016
0.200,-0.014
0.175,-0.012
0.148,-0.010
0.121,-0.008
0.095,-0.006
0.071,-0.004
0.050,-0.002
0.033,-0.000
0.021,0.001
0.013,0.002
0.011,0.002
0.014,0.002
0.023,0.002
0.036,0.001
0.055,0.000
0.077,-0.001
0.102,-0.003
0.129,-0.005
0.156,-0.007
0.184,-0.009
0.210,-0.011
0.233,-0.013
0.254,-0.015
0.270,-0.017
0.281,-0.018
0.287,-0.019
0.287,-0.019
0.282,-0.019
0.272,-0.018
0.256,-0.017
0.236,-0.016
0.213,-0.015
0.186,-0.013
0.157,-0.011
0.127,-0.008
0.097,-0.006
0.067,-0.004
0.039,-0.002
0.012,0.000
-0.012,0.002
-0.033,0.004
-0.051,0.005
-0.066,0.006
-0.078,0.007
-0.087,0.008
-0.094,0.008
-0.098,0.008
-0.101,0.008
-0.102,0.008
-0.103,0.008
-0.104,0.007
-0.106,0.007
-0.108,0.007
-0.111,0.006
-0.115,0.006
-0.120,0.006
-0.127,0.007
-0.135,0.007
-0.143,0.007
-0.152,0.008
-0.162,0.008
-0.171,0.009
-0.181,0.009
-0.189,0.010
-0.196,0.010
-0.202,0.011
-0.207,0.011
-0.210,0.011
-0.211,0.012
-0.211,0.012
-0.210,0.012
-0.207,0.011
-0.204,0.011
-0.199,0.011
-0.194,0.011
-0.189,0.010
-0.183,0.010
-0.177,0.009
-0.171,0.009
-0.165,0.008
-0.159,0.008
-0.152,0.008
-0.145,0.007
-0.137,0.007
-0.127,0.006
-0.116,0.006
-0.104,0.005
-0.089,0.004
-0.072,0.003
-0.052,0.002
-0.031,0.001
-0.007,-0.000
0.019,-0.002
0.046,-0.003
0.075,-0.005
0.104,-0.007
0.132,-0.008
0.160,-0.010
0.186,-0.012
0.209,-0.013
0.229,-0.015
0.245,-0.016
0.256,-0.017
0.262,-0.017
0.262,-0.017
0.256,-0.017
0.244,-0.016
0.226,-0.015
0.203,-0.014
0.175,-0.012
0.142,-0.009
0.106,-0.007
0.067,-0.004
0.027,-0.001
-0.015,0.002
-0.056,0.005
-0.097,0.007
-0.135,0.010
-0.171,0.013
-0.203,0.015
-0.231,0.017
-0.254,0.019
-0.273,0.020
-0.288,0.021
-0.297,0.021
-0.302,0.022
-0.303,0.021
-0.300,0.021
-0.295,0.020
-0.286,0.019
-0.276,0.018
-0.264,0.017
-0.251,0.016
-0.238,0.015
-0.226,0.013
-0.214,0.012
-0.203,0.011
-0.194,0.010
-0.187,0.009
-0.181,0.009
-0.178,0.008
-0.176,0.008
-0.176,0.008
-0.178,0.008
-0.181,0.008
-0.185,0.009
-0.191,0.009
-0.197,0.010
-0.203,0.010
-0.208,0.011
-0.214,0.011
-0.218,0.012
-0.221,0.012
-0.222,0.013
-0.221,0.013
-0.218,0.013
-0.212,0.013
-0.203,0.012
-0.190,0.012
-0.174,0.011
-0.155,0.010
-0.131,0.008
-0.105,0.007
-0.075,0.005
-0.043,0.003
-0.008,0.001
0.029,-0.001
0.067,-0.004
0.105,-0.006
0.143,-0.009
0.180,-0.011
0.214,-0.013
0.246,-0.016
0.273,-0.017
0.296,-0.019
0.314,-0.020
0.326,-0.021
0.331,-0.021
0.330,-0.021
0.322,-0.021
0.309,-0.020
0.289,-0.019
0.264,-0.017
0.235,-0.015
0.203,-0.012
0.168,-0.010
0.131,-0.007
0.095,-0.004
0.059,-0.002
0.025,0.001
-0.005,0.003
-0.032,0.006
-0.054,0.007
-0.071,0.009
-0.083,0.010
-0.089,0.010
-0.091,0.010
-0.088,0.010
-0.082,0.010
-0.072,0.009
-0.060,0.008
-0.047,0.006
-0.034,0.005
-0.021,0.004
-0.011,0.002
-0.003,0.001
0.002,0.000
0.003,-0.000
0.001,-0.001
-0.005,-0.001
-0.015,-0.000
-0.028,0.000
-0.043,0.001
-0.060,0.002
-0.077,0.003
-0.093,0.005
-0.108,0.006
-0.121,0.007
-0.129,0.008
-0.134,0.008
-0.133,0.009
-0.128,0.009
-0.116,0.008
-0.099,0.008
-0.076,0.006
-0.049,0.005
-0.018,0.003
0.016,0.001
0.051,-0.002
0.088,-0.004
0.123,-0.007
0.157,-0.009
0.187,-0.012
0.214,-0.014
0.235,-0.016
0.250,-0.017
0.259,-0.018
0.261,-0.018
0.257,-0.018
0.246,-0.017
0.229,-0.016
0.207,-0.015
0.181,-0.013
0.152,-0.011
0.121,-0.008
0.088,-0.006
0.056,-0.003
0.025,-0.001
-0.003,0.001
-0.028,0.003
-0.050,0.005
-0.067,0.007
-0.079,0.008
-0.086,0.009
-0.089,0.009
-0.087,0.009
-0.082,0.008
-0.072,0.008
-0.060,0.007
-0.046,0.006
-0.031,0.004
-0.015,0.003
0.001,0.001
0.016,-0.000
0.030,-0.001
0.041,-0.002
0.050,-0.003
0.057,-0.004
0.061,-0.005
0.063,-0.005
0.061,-0.005
0.057,-0.005
0.051,-0.005
0.043,-0.004
0.032,-0.003
0.021,-0.003
0.007,-0.002
-0.007,-0.001
-0.022,0.001
-0.038,0.002
-0.055,0.003
-0.071,0.004
-0.088,0.005
-0.105,0.006
-0.122,0.007
-0.138,0.009
-0.154,0.010
-0.169,0.011
-0.183,0.011
-0.195,0.012
-0.205,0.013
-0.212,0.013
-0.217,0.014
-0.219,0.014
-0.218,0.014
-0.213,0.014
-0.203,0.013
-0.190,0.012
-0.172,0.011
-0.151,0.010
-0.125,0.008
-0.097,0.006
-0.065,0.004
-0.032,0.002
0.003,-0.000
0.039,-0.003
0.073,-0.005
0.106,-0.007
0.137,-0.010
0.163,-0.012
0.186,-0.013
0.203,-0.015
0.214,-0.015
0.218,-0.016
0.216,-0.016
0.207,-0.015
0.192,-0.015
0.170,-0.013
0.143,-0.011
0.110,-0.009
0.074,-0.006
0.034,-0.003
-0.007,-0.000
-0.049,0.003
-0.091,0.006
-0.131,0.009
-0.168,0.012
-0.202,0.014
-0.231,0.016
-0.255,0.018
-0.274,0.020
-0.287,0.021
-0.294,0.021
-0.296,0.021
-0.293,0.021
-0.286,0.020
-0.275,0.019
-0.260,0.018
-0.243,0.017
-0.225,0.015
-0.206,0.013
-0.187,0.012
-0.169,0.010
-0.153,0.008
-0.139,0.007
-0.127,0.006
-0.119,0.005
-0.113,0.004
-0.110,0.004
-0.110,0.004
-0.114,0.004
-0.119,0.004
-0.127,0.005
-0.136,0.006
-0.148,0.006
-0.160,0.007
-0.173,0.008
-0.187,0.010
-0.201,0.011
-0.215,0.012
-0.228,0.013
-0.241,0.014
-0.254,0.015
-0.266,0.016
-0.277,0.016
-0.288,0.017
-0.297,0.018
-0.305,0.018
-0.312,0.019
-0.317,0.019
-0.321,0.019
-0.323,0.020
-0.324,0.020
-0.322,0.019
-0.318,0.019
-0.312,0.019
-0.303,0.018
-0.292,0.018
-0.279,0.017
-0.264,0.016
-0.247,0.015
-0.229,0.013
-0.209,0.012
-0.190,0.011
-0.170,0.009
-0.152,0.008
-0.134,0.007
-0.119,0.006
-0.106,0.005
-0.096,0.004
-0.089,0.003
-0.087,0.003
-0.087,0.003
-0.092,0.003
-0.100,0.004
-0.111,0.005
-0.124,0.006
-0.140,0.007
-0.156,0.008
-0.173,0.009
-0.189,0.011
-0.203,0.012
-0.214,0.013
-0.222,0.014
-0.226,0.015
-0.225,0.015
-0.219,0.015
-0.208,0.015
-0.191,0.014
-0.169,0.013
-0.143,0.011
-0.113,0.009
-0.081,0.007
-0.046,0.005
-0.012,0.002
0.022,-0.000
0.054,-0.003
0.082,-0.005
0.106,-0.007
0.124,-0.008
0.136,-0.009
0.141,-0.010
0.138,-0.010
0.129,-0.010
0.111,-0.009
0.087,-0.007
0.057,-0.006
0.023,-0.003
-0.016,-0.000
-0.057,0.002
-0.098,0.006
-0.139,0.009
-0.177,0.012
-0.212,0.014
-0.241,0.017
-0.264,0.019
-0.279,0.020
-0.287,0.021
-0.285,0.022
-0.276,0.021
-0.258,0.020
-0.232,0.019
-0.199,0.017
-0.160,0.014
-0.117,0.011
-0.070,0.008
-0.021,0.004
0.027,0.000
0.075,-0.003
0.120,-0.007
0.161,-0.010
0.196,-0.013
0.225,-0.015
0.247,-0.017
0.261,-0.019
0.268,-0.019
0.267,-0.019
0.258,-0.019
0.243,-0.018
0.222,-0.016
0.196,-0.014
0.166,-0.012
0.133,-0.009
0.099,-0.007
0.065,-0.004
0.032,-0.001
0.001,0.001
-0.027,0.004
-0.050,0.006
-0.069,0.007
-0.083,0.009
-0.091,0.010
-0.093,0.010
-0.090,0.010
-0.082,0.009
-0.069,0.009
-0.053,0.007
-0.032,0.006
-0.010,0.004
0.014,0.002
0.039,0.000
0.064,-0.002
0.088,-0.004
0.111,-0.006
0.131,-0.008
0.148,-0.009
0.162,-0.010
0.173,-0.011
0.180,-0.012
0.183,-0.012
0.183,-0.012
0.179,-0.012
0.173,-0.012
0.163,-0.011
0.151,-0.010
0.138,-0.009
0.123,-0.008
0.107,-0.007
0.091,-0.005
0.075,-0.004
0.060,-0.003
0.045,-0.002
0.031,-0.001
0.018,0.000
0.007,0.001
-0.003,0.002
-0.012,0.002
-0.019,0.003
-0.024,0.003
-0.029,0.003
-0.032,0.004
-0.035,0.004
-0.037,0.004
-0.038,0.004
-0.040,0.003
-0.041,0.003
-0.042,0.003
-0.043,0.003
-0.045,0.003
-0.047,0.003
-0.049,0.003
-0.052,0.003
-0.055,0.003
-0.059,0.003
-0.063,0.003
-0.066,0.003
-0.070,0.004
-0.073,0.004
-0.076,0.004
-0.078,0.004
-0.080,0.004
-0.080,0.004
-0.080,0.004
-0.078,0.004
-0.075,0.004
-0.070,0.004
-0.064,0.004
-0.056,0.003
-0.046,0.003
-0.035,0.002
-0.022,0.001
-0.008,0.000
0.007,-0.001
0.024,-0.002
0.041,-0.003
0.060,-0.004
0.078,-0.005
0.097,-0.006
0.116,-0.007
0.135,-0.009
0.154,-0.010
0.171,-0.011
0.188,-0.012
0.204,-0.013
0.218,-0.014
0.231,-0.015
0.242,-0.015
0.252,-0.016
0.260,-0.016
0.266,-0.016
0.270,-0.017
0.272,-0.017
0.273,-0.017
0.272,-0.016
0.269,-0.016
0.265,-0.016
0.259,-0.015
0.252,-0.015
0.244,-0.014
0.235,-0.013
0.225,-0.012
0.214,-0.012
0.203,-0.011
0.192,-0.010
0.181,-0.009
0.170,-0.009
0.159,-0.008
0.149,-0.007
0.139,-0.006
0.130,-0.006
0.123,-0.005
0.116,-0.005
0.110,-0.005
0.106,-0.004
0.103,-0.004
0.101,-0.004
0.100,-0.004
0.100,-0.004
0.101,-0.005
0.103,-0.005
0.105,-0.005
0.108,-0.005
0.111,-0.006
0.114,-0.006
0.116,-0.006
0.119,-0.007
0.120,-0.007
0.120,-0.007
0.119,-0.007
0.117,-0.007
0.113,-0.007
0.108,-0.007
0.101,-0.007
0.093,-0.006
0.083,-0.006
0.071,-0.005
0.058,-0.004
0.044,-0.003
0.029,-0.002
0.013,-0.001
-0.004,-0.000
-0.021,0.001
-0.038,0.002
-0.055,0.003
-0.072,0.004
-0.088,0.005
-0.103,0.006
-0.116,0.007
-0.128,0.008
-0.138,0.008
-0.146,0.009
-0.151,0.009
-0.154,0.009
-0.154,0.009
-0.151,0.009
-0.145,0.009
-0.136,0.008
-0.124,0.007
-0.110,0.007
-0.092,0.005
-0.072,0.004
-0.051,0.003
-0.027,0.001
-0.002,-0.001
0.023,-0.002
0.049,-0.004
0.075,-0.006
0.099,-0.008
0.122,-0.009
0.144,-0.011
0.162,-0.012
0.179,-0.013
0.191,-0.014
0.201,-0.015
0.207,-0.015
0.210,-0.015
0.210,-0.015
0.206,-0.015
0.200,-0.014
0.192,-0.013
0.183,-0.012
0.172,-0.011
0.162,-0.010
0.152,-0.009
0.142,-0.008
0.135,-0.008
0.129,-0.007
0.125,-0.006
0.124,-0.006
0.125,-0.006
0.129,-0.006
0.134,-0.006
0.140,-0.006
0.148,-0.007
0.154,-0.008
0.160,-0.008
0.164,-0.009
0.165,-0.009
0.163,-0.009
0.155,-0.009
0.143,-0.009
0.125,-0.008
0.101,-0.007
0.072,-0.005
0.036,-0.003
-0.004,-0.001
-0.048,0.002
-0.096,0.005
-0.145,0.008
-0.195,0.011
-0.244,0.014
-0.290,0.018
-0.332,0.021
-0.367,0.023
-0.396,0.025
-0.416,0.027
-0.426,0.028
-0.427,0.029
-0.417,0.028
-0.396,0.027
-0.365,0.025
-0.325,0.023
-0.277,0.019
-0.222,0.016
-0.162,0.011
-0.098,0.007
-0.033,0.002
0.031,-0.003
0.092,-0.007
0.150,-0.012
0.200,-0.016
0.243,-0.019
0.277,-0.022
0.302,-0.024
0.316,-0.025
0.320,-0.026
0.314,-0.025
0.299,-0.024
0.276,-0.023
0.246,-0.020
0.211,-0.017
0.173,-0.014
0.133,-0.011
0.093,-0.008
0.056,-0.004
0.021,-0.001
-0.008,0.002
-0.031,0.004
-0.046,0.006
-0.054,0.007
-0.055,0.008
-0.048,0.008
-0.034,0.007
-0.013,0.006
0.012,0.004
0.041,0.002
0.073,-0.000
0.105,-0.003
0.137,-0.006
0.167,-0.008
0.193,-0.011
0.215,-0.013
0.231,-0.014
0.240,-0.015
0.243,-0.016
0.238,-0.016
0.227,-0.016
0.209,-0.015
0.186,-0.014
0.157,-0.012
0.125,-0.010
0.089,-0.007
0.052,-0.004
0.014,-0.002
-0.024,0.001
-0.060,0.004
-0.094,0.006
-0.125,0.009
-0.153,0.011
-0.177,0.013
-0.197,0.014
-0.213,0.015
-0.226,0.016
-0.235,0.017
-0.242,0.017
-0.246,0.017
-0.248,0.017
-0.249,0.016
-0.250,0.016
-0.250,0.016
-0.250,0.015
-0.250,0.015
-0.250,0.014
-0.250,0.014
-0.250,0.014
-0.250,0.014
-0.249,0.013
-0.247,0.013
-0.244,0.013
-0.238,0.013
-0.230,0.012
-0.220,0.012
-0.206,0.011
-0.190,0.010
-0.171,0.009
-0.149,0.008
-0.125,0.006
-0.099,0.005
-0.072,0.003
-0.044,0.001
-0.017,-0.000
0.010,-0.002
0.035,-0.004
0.057,-0.005
0.076,-0.007
0.091,-0.008
0.102,-0.009
0.108,-0.009
0.110,-0.009
0.107,-0.009
0.101,-0.009
0.090,-0.008
0.076,-0.007
0.060,-0.005
0.042,-0.004
0.023,-0.002
0.005,-0.001
-0.012,0.001
-0.027,0.002
-0.039,0.003
-0.047,0.004
-0.051,0.005
-0.050,0.005
-0.044,0.005
-0.033,0.005
-0.017,0.004
0.004,0.003
0.028,0.001
0.056,-0.001
0.087,-0.003
0.119,-0.005
0.152,-0.007
0.184,-0.009
0.214,-0.012
0.242,-0.014
0.266,-0.016
0.285,-0.017
0.298,-0.019
0.306,-0.019
0.306,-0.020
0.299,-0.020
0.285,-0.019
0.263,-0.018
0.235,-0.016
0.199,-0.014
0.158,-0.011
0.112,-0.008
0.062,-0.005
0.008,-0.001
-0.047,0.003
-0.102,0.007
-0.158,0.011
-0.211,0.014
-0.260,0.018
-0.306,0.021
-0.346,0.024
-0.379,0.026
-0.405,0.028
-0.424,0.030
-0.434,0.030
-0.436,0.030
-0.430,0.030
-0.416,0.029
-0.394,0.027
-0.366,0.025
-0.332,0.023
-0.293,0.020
-0.250,0.016
-0.205,0.013
-0.158,0.009
-0.111,0.006
-0.066,0.002
-0.022,-0.001
0.018,-0.004
0.055,-0.007
0.086,-0.009
0.113,-0.011
0.134,-0.013
0.149,-0.014
0.159,-0.014
0.164,-0.015
0.164,-0.014
0.160,-0.014
0.152,-0.013
0.141,-0.012
0.129,-0.010
0.115,-0.009
0.101,-0.008
0.087,-0.006
0.074,-0.005
0.062,-0.003
0.051,-0.002
0.043,-0.001
